,Title,Abstract,Accept
84,"Questioning community based coral reef management systems: Case study of awig-awig in Gili Indah, Indonesia","Issues and complexities arising when the fisheries and marine tourism sectors have stakes in an institution governing the coral reefs ecosystem called awig-awig are discussed, awig-awig is a colloquialism meaning 'a local rule'. The community-based management system is commonly recognized as a better approach to governing resources, however, the success of awig-awig in the study area is questionable. Awig-awig fails to deal with the conflict of interest among stakeholders in coastal resource appropriation, despite the community being relatively culturally homogenous. The benefits of awig-awig are biased in favor of the tourism as opposed to fisheries, leading to the fishers' resistance of awig-awig. There are critical factors to this weakness: a crisis of legitimacy within community, socio-economic inequality among actors involved in such system, high intervention from external agencies, and the institutional conflict over conservation policy. In addition, awig-awig reduces community spirit as it is perceived as not being attached to any customary law or traditional norms. Group cohesion is challenged and there is no common understanding of the problem or alternatives strategies. © Springer 2006.",NA
85,Releases of cultured sub-adult Trochus niloticus generate broodstock for fishery replenishment in Vanuatu,"The over-fished topshell Trochus niloticus ('trochus') was cultured in Vanuatu and grown to sub-adult size (∼40mm) in sea cages. We released 200 of these trochus at each of five reef sites managed through Customary Marine Tenure (CMT) to test the utility of this approach for restocking. The trochus were individually tagged, measured and placed into crevices behind the reef crest. Searches at the sites after 6 months yielded conservative recapture estimates of 36-47% of tagged individuals at sites. Average growth rates were >2.3mm per month, allowing the trochus to reach shell sizes of 50-60mm, known to be the onset of sexual maturity. Small, yet significant differences in growth rates between release sites (P<0.001) suggest that this restocking approach could be optimised if the ecological correlates to growth rates are identified. Under community-based management through CMT, release of sub-adult trochus can be a successful, final step in promoting hatchery-produced juveniles to maturity to allow natural restocking of different types of depleted reefs. © 2003 Elsevier B.V. All rights reserved.",NA
86,"Involvement of community in managing coastal Wetlands in South Asia: Status, issues and challenges","The development and population pressures on the coastal states of South Asia have significant impact on their coastal resources. As a large number of coastal communities are highly dependent on the coastal resources, the decline in resources affects their livelihoods. To manage the coastal resources effectively from further damage, a community-oriented mode of resource management is highly recommended, as it imparts the sense of stewardship and accountability in extraction and use of the resources. The community participation in ecosystem conservation and management has been implemented in South Asia through various enabling policies, regulatory frameworks and community practices. Conservation through involvement of people has not only yielded benefits to coastal environment and resources but also helped people to gain food security and income through tourism. This chapter discusses about various international and national policies and legal frameworks, which provide support for community-based resource management and empower the people of the local community in designing and implementing coastal resource conservation and management plans. © Springer (India) Pvt. Ltd. 2017.",NA
87,Cultural influences on safety and health education among Vietnamese fishermen,"Every ethnic group has its own cultural background and history that influences how it views health behaviors. By virtue of their work history, many Vietnamese have pursued the fishing industry when migrating to the United States. Even though the fishing trades are among the most dangerous jobs in the world, there has been little attention in the literature to the significant role that culture plays in the expression and experience of occupational health practices among Vietnamese shrimp fishermen. Three focus group sessions were conducted to identify factors that hinder or facilitate receptivity to available training and to guide culturally appropriate content. Participants were recruited using purposive sampling among various Vietnamese shrimp fishermen communities in Texas. Utilizing a series of open-ended questions, sessions were conducted in their native language among owners/ captains/deckhands; support infrastructure-adult family members and religious/community leaders; and industry management and insurance representatives. Translations of transcribed documents were compared with simultaneous translations to ensure thematic consistency. Conducting hands-on training among Vietnamese by experienced fishermen, specifically targeting captains, was considered key to safety culture on the vessels. Findings of the study support that training should occur in a variety of formats (hands-on), but should be periodic, current, practical, convenient, taught in the primarylanguage of the audience by an experienced individual, culminate in a certificate of completion, and target captains first. These findings illustrate the importance of considering cultural factors in the design of workplace interventions that focus on changes in safety and occupational health behaviors. © Taylor & Francis Group, LLC.",NA
88,Climate variability and massive mortalities challenge giant clam conservation and management efforts in French Polynesia atolls,"In 2004, the first no-take area (NTA) dedicated to the conservation of giant clams Tridacna maxima was implemented in Tatakoto Atoll, French Polynesia. This NTA protected a unique area worldwide, with extraordinarily high giant clam densities (up to 337 individuals per m2 on 20-m transect). In 2012, a stock assessment survey revealed a dramatic decrease of the clam population. The reduced densities peaked at 38indm-2 and the stock in the NTA decreased from 20.1±6.0million to 1.9±0.55million clams (mean±95% confidence interval). Losses of similar proportions were observed throughout the atoll. Remarkably, the 83% overall loss of this natural resource used daily for consumption and for exports of clam meat to Tahiti Island went unnoticed by the local population. Field clues, including the size of live juveniles attached to the inside of dead shells, pointed to a massive mortality occurring about 3years before the 2012 survey. Examinations of sea surface temperature satellite data identified a high range of temperature variations before March 2009. In agreement with past and recent events in other atolls, this anomaly is the most likely explanation of the massive loss of giant clams in Tatakoto Atoll, although the exact hydrological and biological secondary mechanisms that occurred in the lagoon remain unclear. The consequences of the massive die-off inside and outside the NTA require new long-term management strategies, by reinforcing the top-down national giant clam management arrangements and by setting flexible management objectives across a network of islands. © 2013 Elsevier Ltd.",NA
89,Effectiveness of Marine Protected Areas in the Philippines for Biodiversity Conservation [Efectividad de las Áreas Marinas Protegidas en las Filipinas para la Conservación de Biodiversidad],"Quantifying the extent to which existing reserves meet conservation objectives and identifying gaps in coverage are vital to developing systematic protected-area networks. Despite widespread recognition of the Philippines as a global priority for marine conservation, limited work has been undertaken to evaluate the conservation effectiveness of existing marine protected areas (MPAs). Targets for MPA coverage in the Philippines have been specified in the 1998 Fisheries Code legislation, which calls for 15% of coastal municipal waters (within 15 km of the coastline) to be protected within no-take MPAs, and the Philippine Marine Sanctuary Strategy (2004), which aims to protect 10% of coral reef area in no-take MPAs by 2020. We used a newly compiled database of nearly 1000 MPAs to measure progress toward these targets. We evaluated conservation effectiveness of MPAs in two ways. First, we determined the degree to which marine bioregions and conservation priority areas are represented within existing MPAs. Second, we assessed the size and spacing patterns of reserves in terms of best-practice recommendations. We found that the current extent and distribution of MPAs does not adequately represent biodiversity. At present just 0.5% of municipal waters and 2.7-3.4% of coral reef area in the Philippines are protected in no-take MPAs. Moreover, 85% of no-take area is in just two sites; 90% of MPAs are &lt;1 km2. Nevertheless, distances between existing MPAs should ensure larval connectivity between them, providing opportunities to develop regional-scale MPA networks. Despite the considerable success of community-based approaches to MPA implementation in the Philippines, this strategy will not be sufficient to meet conservation targets, even under a best-case scenario for future MPA establishment. We recommend that implementation of community-based MPAs be supplemented by designation of additional large no-take areas specifically located to address conservation targets. ©2009 Society for Conservation Biology.",NA
90,"Using a participatory impact assessment framework to evaluate a community-led mangrove and fisheries conservation approach in West Kalimantan, Indonesia","Community-based conservation has been identified as a solution to biodiversity loss, climate change and the reduction of rural poverty. The heterogeneity in social and economic inequalities often acts as a barrier to community engagement in resource management and further inhibits the distributional equity of social and ecological outcomes. This study presents a participatory impact assessment (PIA) framework that evaluated the outcomes of a cross-sector community-led conservation initiative. Community members involved in the programme identified activities and outcomes for the conservation cooperative (CC), ranking the influence of the former on the latter as well as their daily life through multiple focus group discussions (FGDs). Participants were asked to rank the impact of activities on outcomes and the scale of the outcome which was totalled to identify the most impactful programme activities and outcomes during the project period. Community members reported improved income, health, education and the creation of a locally led natural resource management system. Members also reported improved crab harvest rates and reduced mangrove deforestation. Environmental outcomes identified by community members through the PIA were verified through a secondary spatial analysis and mud crab independent fisheries monitoring. The results support the hypothesis that environmental non-governmental organizations (NGOs) need to consider a multi-dimensional view of human well-being, and that cross-sector integrated interventions may be effective at improving multiple outcomes. Future steps should focus on spatial replication of the CC programme which will provide further insights by testing for differences in outcomes between villages, how those are impacted by pre-existing social and ecological systems and comparing outcomes between control sites that did not receive interventions. A free Plain Language Summary can be found within the Supporting Information of this article. © 2020 The Authors. People and Nature published by John Wiley & Sons Ltd on behalf of British Ecological Society",NA
91,Developing locally managed marine areas: Lessons learnt from Kenya,"Coastal communities in Kenya are increasingly adopting Locally Managed Marine Areas (LMMAs) and by 2015, 24 had been established. Coastal communities perceive the objectives of these LMMAs are to primarily conserve fisheries and marine resources and secure alternative sources of income. In this study we examined if there are generic approaches in how these LMMAs were established, that can be used for developing national guidelines as well as have application to other locations in the western Indian Ocean region. The study involved a literature review of all documents available on the LMMAs and key informant interviews. We found LMMAs in Kenya go through five phases to become fully established and operational: i) Conceptualisation, ii) Inception, iii) Implementation, iv) Monitoring and management; and v) Ongoing Adaptive Management. We defined each stage by the activities that are taking place which determine how far a LMMA has reached in its development. The final phase is when a LMMA exists sustainably in a continuous learning process. Out of 19 LMMAs assessed, four had reached the fifth stage of ‘Ongoing Adaptive Management’ though not all elements of this stage were fully operational. The Kenyan model differs from the widely known Pacific model of four phases due to an additional initial ‘Conceptualisation’ phase. Our results illustrate the need for full acceptance of the LMMA concept by stakeholders before progressing to the ‘Inception phase.’ When this step was missed many LMMAs stalled due to unaddressed training needs, incomplete involvement of stakeholders and lack of financial resources, management and operational structures. These five phases provide a useful guide for communities and other stakeholders to follow when developing LMMAs, or for those that are established and need guidance on their operations. Common factors that we found associated with the development of LMMAs were informed and committed community members, past training in community based marine resource management, a supportive legal framework, external funding and opportunities for sharing LMMA information. The occurrence of an exchange visit to an existing LMMA was invariably the trigger for a community to establish their own LMMA. Weaknesses were seen in poor enforcement on the water and inadequate ongoing education and training. Further there was very little understanding of the costs of establishing and running a LMMA, therefore long term financial sustainability was problematic. Thus, although the rapid increase in the number of LMMAs in Kenya is a conservation success, their effectiveness will be thwarted if enforcement and financial management are not addressed. © 2016 Elsevier Ltd",NA
92,"Comparison of strategies to increase HIV testing among African-American gay, bisexual, and other men who have sex with men in Washington, DC","This paper presents results from a study conducted to compare the relative effectiveness of three strategies - alternate venue testing (AVT), the social network strategy (SNS), and partner counseling and referral services (PCRS; standard care) - for reaching and motivating previously undiagnosed, African-American men who have sex with men (AA MSM) to be tested for HIV. Data were collected between June 2008 and February 2010 at a gay-identified, community-based organization (CBO) serving AA MSM in Washington, DC. Men were eligible to participate if they were 18-64 years old, self-identified as black or African-American, were biologically male, and self-reported oral or anal sex with a man in the past six months. Fisher's exact test of independence was used to assess differences in demographics, testing history, HIV status and sexual behaviors across the three strategies. The final sample included 470 men who met all eligibility requirements. There were no statistically significant differences in HIV positivity rates across the three strategies. However, relative to standard care, the SNS, and (to a lesser degree) the AVT strategies were more successful in recruiting men that had never been tested. Additionally, the results indicate that each strategy recruited different subgroups of men. Specifically, heterosexually identified men and men who reported engaging in unprotected sex were most likely to be recruited via SNS. Bisexually identified men and older men were most likely to be recruited via AVT or SNS, while standard care tended to reach greater proportions of young men and homosexually identified men. These findings suggest that a combination of strategies may be the best approach for engaging African-American MSM in HIV testing. © 2013 Taylor & Francis.",NA
93,The challenges of local governance: Gear-based fragmentation in the Dominican fishery of Buen Hombre,"The Dominican fishing community of Buen Hombre is struggling to reconcile its fishing activities with the state of the coral reef ecosystem on which it depends. The ecosystem is showing signs of deterioration, and this seems to be resulting in large part because of the fishing activities of the Buen Hombre fishermen. The institutional arrangements of the fishermen themselves, and of relevant external organizations, have not kept pace with important technological and demographic changes that have affected the community. This paper presents the results of an analysis that unpacks these processes via a statistical analysis of fishermen behavior and a social network analysis of the "" cofishing"" network that these fishermen constitute. The statistical analysis shows that gear choice is very important in explaining the amount of fish caught, both as a direct factor and as a mediator of other factors such as membership in the local fishermen's association. The social network analysis complements this result by demonstrating that gear choice also serves to segment the fishermen into separate groups, with few direct linkages between them. The resulting gear-based fragmentation of the community is seen to have negative implications for the ability of the fishermen to act collectively to conserve their fishery. The paper concludes with some thoughts and suggestions for how the community might move forward, including expanding the membership of the fishermen's association and strengthening ties between fishing groups as well as ties between the community and relevant governmental agencies. © 2015 Elsevier Ltd.",NA
94,"Whitefish fisheries in mountainous southeastern Norway: Abundant resources, but scarce fisherman","Commercial utilization of inland fish resources can constitute an important addition to other economic activities in rural communities. Based on a case study of commercial whitefish fishery in Lake Femund, a mountain lake in southeastern Norway, this article outlines experience gained and indicates some of the general problems related to this type of economic activity. They concern aspects such as resource biology, product development and marketing, economic management, and staff recruitment. An initial hypothesis of the study was that commercial fishery would have a significant impact on the whitefish stock, causing fluctuations in yield and consequent variations in the economy of the fishery. Therefore, the study included an analysis of marketing possibilities for whitefish products, as well as of the social and socioeconomic conditions sustaining whitefish fishery in the local community. Nearly 20 years of data show that commercial fishery in Lake Femund, with a yield of up to 1 kg per ha, has a low to moderate exploitation rate. Thus, fishery itself does not generate fluctuations in the fish population that would influence yields. The major restrictions on the enterprise are related to other aspects, such as problems of economic and technical management of this specialized small-scale industry, difficulties in the recruitment of fishermen to a short-season fishery in a time when the employment pattern in the community is changing from seasonal activities in agriculture to full-time employment in manufacturing and services, and the challenge of developing and marketing competitive products for a niche market.",NA
95,Estimating willingness to pay with the stochastic payment card design: Further evidence from rural Cameroon,"This study reports new empirical findings of the field test of the stochastic payment card (SPC) design recently proposed by Wang (Contingent valuation of environmental resources: A stochastic perspective, 1997a; Journal of Environmental Economics & Management 32:219-232, 1997b). The purpose is to see how well this new contingent valuation method (CVM) elicitation format works in different cultural contexts, and what lessons can be drawn in general regarding its usefulness in environmental valuation. The survey is designed to estimate willingness to pay (WTP) values for an intended community-based environmental project in rural Cameroon (i.e., the control of malaria using larvivorous eating fish species). In order to estimate the bid function, Heckman's 2-step method is used to detect, and if possible, correct for sample selection bias, an issue overlooked by the 2-step modeling approach proposed by Wang (1997a). The results suggest generally that in the presence of sample selection bias, Heckman's 2-step estimates are more efficient and reliable for the public project in question than Wang's proposed 2-stage modeling approach. © Springer Science+Business Media B.V. 2009.",NA
96,Artisanal Fisher Association Leaders’ Estimates of Poaching in Their Exclusive Access Management Areas,"In marine environments, poaching can become a key threat to marine ecosystem conservation. Poaching can occur in marine protected areas and/or in fishery management areas. Unfortunately, understanding the magnitude and characteristics of poaching under community based and co-management governance schemes in coastal and marine environments, has not received the attention it deserves. In Chile, a system of Territorial Users Rights for Fisheries (TURF) has been recognized as one of the largest experiences of small-scale fisheries co-management at a global scale. Currently, poaching is one of the main threats to the TURF system in Chile. In this article, we assessed poaching of a highly valuable benthic resource (Concholepas concholepas) from TURF management areas. We estimated artisanal fisher association leaders’ perceptions of poaching within their TURFs and explore determinants of poaching for Concholepas concholepas. Poaching of Concholepas concholepas showed differences along the studied sites. As expected, the greater abundance of Concholepas concholepas in the management areas generates an increased incentive to poach. Areas that make the greatest investment in surveillance are those most affected by poaching. However, our study cannot determine the effectiveness of current levels of surveillance on illegal extraction. Results show older areas tend to reduce the levels of illegal extraction, which could indicate a greater capacity and experience to control poaching. Supporting fisher associations in enforcing TURFs and following up on sanctions against perpetrators are conditioning factors, highlighted by fisher leaders, for TURF sustainability. The approach used in this study provides insights to prioritize geographies and opportunities to address poaching in small-scale co-managed fisheries. Copyright © 2022 Romero, Estévez, Romero and Gelcich.",NA
97,Coral reefs of the ASEAN Region: status and management,"Coral reefs provide a substantial part of the protein intake in Southeast Asia. Major destructive forces include excessive sedimentation, related to deforestation, and various forms of destructive fishing, especially blast fishing. The most promising approaches involve management and evaluation at the municipal level. This concept can be extrapolated to an adaptive management scheme involving community-based development specialists, cross-trained in environmental and fishery monitoring, who assist municipalities in the development of regulations concerning local reefs and associated ecosystems. Reef management can be expedited in many areas with the establishment of alternative livelihood programs to alleviate excessive demands on the reef resources. -from Author",NA
98,Livelihoods and fisheries governance in a contemporary Pacific Island setting,"Inshore marine resources play an important role in the livelihoods of Pacific Island coastal communities. However, such reliance can be detrimental to inshore marine ecosystems. Understanding the livelihoods of coastal communities is important for devising relevant and effective fisheries management strategies. Semi-structured household interviews were conducted with householders in Langalanga Lagoon, Solomon Islands, to understand household livelihoods and resource governance in fishing-dependent communities. Households were engaged in a diverse range of livelihoods. Fishing, shell money production and gardening were the most important livelihoods. Proximity to an urban centre influenced how households accessed some livelihoods. Perceptions of management rules varied and different reasons were cited for why rules were broken, the most common reason being to meet livelihood needs. Current models of inshore small-scale fisheries management that are based on the notion of community-based resource management may not work in locations where customary management systems are weak and livelihoods are heavily reliant on marine resources. An important step for fisheries management in such locations should include elucidating community priorities through participatory development planning, taking into consideration livelihoods as well as governance and development aspirations. © 2015 Sulu et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.",NA
99,Translating systems thinking into practice for community action on childhood obesity,"We report on the first 18 months of two communities' efforts using methods inspired by community-based participatory system dynamics for the development, implementation, and evaluation of whole of community efforts to improve the health of children. We apply Foster-Fishman's theoretical framework for characterizing systems change to describe the initiatives. Bounding the system began with defining leaders more broadly than standard health interventions to be those who had the ability to change environments to improve health, including food retailers, government, and business, and using high-quality childhood monitoring data to define the problem. Widespread access to junk food, barriers to physical activity, and efforts to promote health predominantly through programmatic approaches were identified as potential root causes. System interactions existed in the form of relationships between stakeholder groups and organizations. The approach described built new relationships and strengthened existing relationships. Willingness in taking risks, changing existing practice, and redesigning health promotion work to have a community development focus, were levers for change. This approach has resulted in hundreds of community-led actions focused on changing norms and environments. Insights from this approach may be useful to support other communities in translating systems theory into systems practice. Further empirical research is recommended to explore the observations in this paper. © 2019 The Authors Obesity Reviews published by John Wiley & Sons Ltd on behalf of World Obesity Federation",NA
